Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
-0.38435667429344883,-0.5784303327485977,-0.023339288335170832,-0.005547027474998332,100000.0,99485.58164347196,-514.41835652804,-0.0051441835652804
