Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.9671225689637091,1.5440572381811515,-0.016966011013010717,0.01935702405348204,100000.0,101532.01685180896,1532.016851808963,0.01532016851808963
