Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.09784791773330555,0.1393028484311293,-0.02351632897252692,0.001412151922275513,100000.0,100119.4939160918,119.4939160918002,0.001194939160918002
