Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.9310802298578742,1.4985210508971065,-0.023354477468615294,0.015091284721910535,100000.0,101368.75105315442,1368.7510531544249,0.01368751053154425
