Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
-0.24598363431353587,-0.36118496657799226,-0.029105096157169556,-0.004442014037175189,100000.0,99580.6377917015,-419.3622082984948,-0.004193622082984948
