Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.7516926442578872,1.2629562746672025,-0.01241413343325676,0.013311606782487783,100000.0,101155.08928551436,1155.089285514361,0.01155089285514361
