Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.011586465733989713,0.01774714181728153,-0.015574296198177054,0.00013337711174185368,100000.0,100006.1525796784,6.15257967839716,6.15257967839716e-05
