Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.3324105986038987,0.5370587754578001,-0.02326420046851223,0.00551156874087896,100000.0,100491.74976818202,491.7497681820241,0.004917497681820242
