Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
0.5355442209481971,0.8358388360043016,-0.018747318966159932,0.011838279242912808,100000.0,100970.92186222627,970.9218622262706,0.009709218622262705
