Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
-0.1883768977096501,-0.28186999724263384,-0.022489501535971766,-0.0027140364515986816,100000.0,99743.18736842764,-256.8126315723639,-0.002568126315723639
