Sharpe,Sortino,MaxDrawdown,AnnualizedReturn,StartingEquity,FinalEquity,PnL,TotalReturn
-0.6337751162503817,-0.9626114225549628,-0.024166498754695537,-0.009200787446366623,100000.0,99154.25035786782,-845.7496421321848,-0.008457496421321847
